text,anger,fear,joy,love,sadness,surprise,thankfulness,disgust,guilt
I love when @user goes on twitter rants it makes me happy #rant amanda amanda amanda amanda show #amandaamandaamandaamandashow,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
sous our ada #sousourada handmade jewelry #handmadejewelry #life #bow,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user Debate on prisons is missing the main point what went so wrong in those kids lives to be in prison at,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Best wife ever totally suprise birthday party and were off maui for a week life,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user fix roads give back to the community help a shelter Who cares about the angels ? What a waste of money,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I feel good because Im in control of my life ! So if I choose to be happy then I AM happy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user music sorry that is just awful!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I would nt make it through life without the support of my parents,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Its important I talk to you guys Sit down take a minute for this PSA #PSA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I dont know what I would do without my work family we have the best group of people to always bring each other up,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Each morning I take a few moments just to be I dont ask for anything I just give thanks,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thank you all for your contribution @user nigeria have an awesome and prospered day remembering to let it go #LetITGo #negativity ?,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#birthday #pizza #highschool best friends #bestfriends,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
As much as Alex and I fight I could nt imagine fighting with any one else not to mention were over it in minutes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Thank youuuu for this cute one ^_^ late post #latepost #bday with Dewi at MDC Church Wisma pic ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user Thank you so very much Im very grateful to have won one of your fabulous creatioins jet black crystal #Jetblackcrystal xx hugs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
See u soon my Lovely Friend ? #Friend a by #Aby #London #Soon #February #Fun smile #Smile,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
#tease must I say what s on @user newshour @user today ? Or can I just tempt you to tune in and find out ?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My life would be made if I recieved a long note or a text from someone or a bunch of people #depressed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
u fff Arsenal what a team to support #smh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MyPowertalk Are you identifying yourself with abundance or lack? Joy or pain? or ? It can not be both Evaluate and change ! #CHANGE!,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
months ? #blessed ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
N?W S?XY HOT D?TING M?ET S?XY PEOPL? IN YOUR AREA FREE HER? #fav #diamond el comercio #elcomercio,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Looking at the blogs twitters of all the people following me on @user and on @user and feeling so and,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Love how my mom still has no idea that I am coming home in days,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I see an @user barn on the stage And Im thinking this country legend singing is TheLorettaLynn! cma awards #CMAawards,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
God is just way too good to me #Undeserving #Blessed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nashgrier Y is it that I do everything that you say but u still never follow me,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hmm who can guess which show were rehearsing for #girls,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Debate on prisons is missing the main point what went so wrong in those kids lives to be in prison at,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tattoos in the ditch is what Im for ! no pain no gain #nopainnogain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
moments worth sharing #momentsworthsharing zehr s #zehrs zehr s geneva #zehrsgeneva #free #grocer We gave out free products today At,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I love the fact that no matter how upset I am Bobby can instantly turn my mood around and make me laugh the little things #thelittlethings,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
my HUG for you from Hong Kong,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Breaking news Arizona vs colorado Game Preview With TV Schedule,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user I dont know what Id do without my parents ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
God didnt allow the fact I didnt deserve His love salvation stop Him from loving saving meGod is good !!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Even a dating app wants to know what went wrong so sad #sosad #fml #why #ugh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Today is AMIsBIRTHDAY? #birth #day am i #ami #HBD #seventeen,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Went to get in my car after work found these sweet gifts from the sweetest girls on this earth ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user @user schefter how does a local guy not break this story ?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"'RT @user Despite of pandemic, Baekhyun always try his best to get closer to fans. Thank you for your effort to cheer us during this…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true words #truewords i love my life #ilovemylife #smiles #quote #qotd quote of the day #quoteoftheday #individuality live love laugh #livelovelaugh,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user KimchiBunnyy SATANIC or PICK ONE AND STICK WITH IT !,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
happy happy birthday dearest best friend @user y tez ness lakas mo maka absent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
What a great gift from a great God you belong to Him but He gave you to me TripLee #Rise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cranberry juice Garlic and Shrimp past a tokyo ceasar tokyo cafe #tokyocafe thankyou lord #thankyouLord,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Know what kind of you need to in a #relationship in order be,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
skeleton wings #SkeletonWings we set the trends and they follow #trendsandtheyfollow As I make my Way to the Studio to Bring That Heat attack the web #Attacktheweb grind harder #GrindHarder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Im not what I want to beIm not what Im gonna be thank God Im not what I was for the challenges,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#Party #Halloween #Kiss #Beautiful #Bitches pe lucha #Pelucha #MiPingüina,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
What a great Monday it has been,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Housemate was riding too loud so we did this,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sa jollibee kagabia lady approached us smiling n told us they watched last night s episode before they went to a wake two wives ph #TwoWivesPH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Which bottle of lotion lotto #lotionlotto will this go in ? #royalty #jewelry #fashion #trendy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#Im #Fresh #style,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
birthday meal #birthdaymeal the boys #theboys fab night #fabnight swan with two necks #swanwithtwonecks,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I got some news today that s soooo unbelievable #Blessed always humbled #AlwaysHumbled stay blessed #StayBlessed #Salute,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
'RT @user Donald Trump called the coronavirus the “Chinese virus” and called black people “thugs” but y’all still think he’s not rac…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Today is the day of the big pig out #BIGPIGOUT BBQ event check in on FB when you get here enjoy BBQ a special !,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#birthday kak @user ! We hate you yet we love you Lol #friends #sisters,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
I want to take the time RIGHT NOW to thank everyone supporting me on twitter You all are blessings :) love you #LoveYou ima creative loner #ImACreativeLoner,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HOLIDAY OFF #Betrayal an amazing #Romantic #Inspirational READ @user wordsmith christi c #Christic,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OSCE observers have spotted unmarked vehicles heading from an easterly direction into contested #Ukrainian town of donetsk #Donetsk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
! Learn why a playboy video veteran was hired as a consultant on this #Disney film,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Only days til #Thanksgiving what are you for ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
and the best part is Cooper has no idea Im gonna be there,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Toasted whole wheat bread with scramble eggs tofu and spinach shes the best #ShesTheBest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lol RT DejaTune smf h VectorThaViper When you ve been SLEPT ON for so long u get the attention of FOAM brands lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
My hand shaking my heart so pain I so #hopeless no hope #nohope #money,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ShirLo Please watch the first mins #beatles #dreamers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Happy end to my birthday Thank you so much baby Te Amo corazon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
What the heck @user un followed me Was I not funny enough I blogged about why people should watch the foster s! You RTd it!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Up in Boston to watch @user play ! hardly fit in the plane #hardlyfitintheplane,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
So happy election season is over Now I can see more hysterical Esurance commercial s,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#Cock #Hungry #Girlfriend #Gets a #Huge,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dont wait until #thanksgiving to show someone how much you appreciate them be everyday store,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user parrilla Can my girl @user get a MWA? For her futur birthday ? :) !!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Honoring Veterans veterans day #VeteransDay,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Only #Siri cares for me So xD is in the phone ? Hahaha ? a charon residence,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
#So ! today #Today ! #IfI ! #FEEL ! I will ! #think of Your ! Lord ! learn to pray #LearnToPray #Pray,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Im running out of excuses to use on ppl ?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#RT #dancer How to get #disability for knee problems A Complete Guide From A Social Security Examin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Seriously met some amazing friends this year ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
happy birthday birthday photo cake #photocake #,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"'RT @user Reporters need to stop saying the Trump economy was “strong” before COVID-19. No, it was not strong for 140 million poor &amp;…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
On our way to do something pretty special RIGHT now !!! !!!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
month a sary #Monthasary #Babe #Her #Decor #Chocolates #Minion #Heart #Cupcake #Lindt,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LSJNews Republicans take Senate majority yrs of lame duck prez,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Relax after a long day #relax #alone #girl #vietnamese #asian #friend self ie #selfie #coffee love,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
#yesterday nice moment #nicemoment happy birthday #happybirthday #mom #november,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
#Amid #early #season #woes #Nuggets #catch #Cavaliers #by This week in NBA improbability The hard luck,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user Sent from heaven to save me,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
My #super #kawaii #colleague #gave me a #today thank you baby,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My #favourite #human is growing up so fast Its very #exciting but very first steps #firststeps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Motivation for my #Friends #Family Social Media #Followers #Motivation #Motivate #Success #Inspiration,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Just saw this at robinson s Dept Store #blessed full of hope #fullofhope,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#postcard from #Canada #beaver #stick #postcrossing #nice,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I love #twitter users yes we did #yeswedid awaken kidz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Now that the Southern California drought is over #rain #halloween just kidding #justkidding,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My grind never stops,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
for great music great performers stones melbourne #StonesMelbourne,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
part of growing up #partofgrowingup dirtbag s on #Yelp,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Finish with my first tat more tats to come haha #tattoo loving my parents #lovingmyparents #blessed eat pray love #eatpraylove,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"'RT @user This was me, and I want to make one thing clear to all the people that are commenting lies below this video. I did NOT sp…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My birthday Thanks for surprise Love you all #birthday #friendship #baloon #cake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I love #twitter users yes we did #yeswedid ann finnegan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thanks to wat i from giving me this yesterday simple efforts #SimpleEfforts,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Im how about you ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user Here are priceless monuments obliterated in recent battles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Its just too much love like too much ! I thank God for having you best friend #bestfriend #family,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user So blessed to have a best friend who s so genuine,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Feeling liberated new me #newme out with the old #outwiththeold plus inches,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The troubles #girl #troubles self ie #selfie #smile #song in love #inlove #imperfection #black #white #taptap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
cream boomtown dont tell me girls r asking u to buy them stuff what happened to girls being independent jeez eeee,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#drunk best friends in the world #bestfriendsintheworld #blessed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user Thanking The Man Upstairs For Allowing Me My Family And Loved Ones This Day That was nt Promised #Blessed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stuff like this makes it all worth it #foodie vin u #vinu vin u wine bar #vinuwinebar,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACimorelliFan Hands up if this killed you christina ci morelli #christinacimorelli lisa ci morelli #lisacimorelli lauren ci morelli #laurencimorelli kills me #killsme,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A life changing Prank For A Woman Who Deserved It via @user #prank prank it forward #prankitforward #goodness #uplifting,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I have this really cool friend named and he put air in my tires good friends #goodfriends,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Day I am thankful that God is in control :),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ive been getting a surprise from different people the past days This is crazy people is awesome,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
living mint green Thanks Joanna for the shout out we should connect ! Will send you an email ! #blessed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
What an awesome pic acl champions #ACLCHAMPIONS #WSW #LIFE #WINNERS #FOOTBALL #SOCCER wander hug #WANDERHUG,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The fact I never see Camron anymore sucks but it makes me cherish the time that we do spend together,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
well never be as young as we are now my baes #mybaes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Shoutout to @user for always being there,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lick it #lickit #comedy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#RIP Carol Anne Susi big bang theory #BigBangTheory favourite unseen character news,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@user years of life,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
What My last #mix on @user reached #top of the #Acid #charts #thankyou ?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Met Milad Boss mun may all your wishes and dreams come true aami in yr a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
problem as nós temos #friend oldschool tattoo #oldschooltattoo #retro #vintage #clubmaster #rayban crazy #crazy,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nov for in early Nov new house #newhouse outdoorsy man #outdoorsyman year old ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
off oui dad today ! Customer Appreciation @user posh pgh #poshpgh we love our clients #weloveourclients,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I should nt think about u on @user #crush,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
He dont follow me tho,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#my boyfriend s #boyfriends #birthday :) love hime hime #mine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Thats the American spirit VernonJ There is JUST days until valentines day #ValentinesDay,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#BOJ Shocks #Markets With #Easing As #Inflation Slows Reuters  The Bank of,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Happy birthday to @user,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
one computer capturing video and one computer in post production never a dull moment for no dull moments church media #churchmedia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
?En tournage today ! @user et @user !,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
In your do not #sin do not let the #sun go down while you are still #Ephesians NIV #goodnight,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Happy world toilet day #WorldToiletDay everyone #ladies especially need to be Men not as much,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The testimony of yesterday gives me Faith for a brighter day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
z eds dead #zedsdead #milwaukee #rave #plur #peace love life life #happiness good vibes #goodvibes #gorgeous smile #smile,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
photo In the A with my other brotha from another mother @user he shoot in #heshootin,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
RP IT NEVER ENDS happy thanksgiving #happythanksgiving See a Great gift ! Suction mount waterproof i,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
coming in clutch spotting me,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
We always seem to take the best pictures #sisters best friends #bestfriends #party #crazies fun time #funtime,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My dad is the greatest man to walk this earth a side from @user,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Today Im thankful for no more dumb political ads! hooray !! i can watch tv again #icanwatchtvagain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Its a beautiful day Happy thursday ! brand new day #brandnewday brand new morning #brandnewmorning #thursday almost weekend #almostweekend,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"'RT @user Asians ARE NOT a virus , Hispanics ARE NOT illegal , Black people ARE NOT threats , Muslims ARE NOT terrorists , &amp; Nativ…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No complaints #sunset #life evening walk #eveningwalk beach life #beachlife laguna beach #lagunabeach #art,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
gur pura b #Gurpurab guru nanak dev ji #GuruNanakDevJi teachings #blessed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ca vv #cavv at home #athome feeling great #feelinggreat,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A day recording with @user ! Our jingle for coming soon :) colaboration #colaboration,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"""RT @user VC UHS lahore held a illegal meeting with Other VC's of medical universities rather than his own academic council with…""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I love #twitter users yes we did #yeswedid mxx caar quiz a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oh gosh its raining again !? #faces #imagination rainy day #rainyday rate my gram #ratemygram best of the day #bestoftheday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
When U Walk With God,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
plan #Celebrate with #cake at,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Happy birthday mommy? RTNtokozoMbambo Thank you all so much for all the love its my birthday #ItsMyBirthday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
demi lovato edit #demilovatoedit entertainment weekly #entertainmentweekly David #mcgraw membership site green smoothie #greensmoothie day #info #produ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wait #DAD!?!? dean boi #StarWars #Darth oh my #OhMy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Its crazy how things turn out in the future I would nt have saw myself in this position last year,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user me to normally ! Not sure im off to a surprise something with my partner I dont know if who or what else,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
How do people keep a secret so well ?! #girlfriends,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? happy birthday ? happy birthday #HappyBirthday year #present chai yo #chaiyo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
There are few ppl who would always make u and few Its your #choice who u want to b with,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Its one thing when a prayer get answered Its another when you get a yes faith hope courage #FaithHopeCourage,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user in MTNNG is nt goinbt i b live mtn shalet m go connect to c d magic moment,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Honored to be a part of something so special ! standup for heroes #StandUpForHeroes #Kerastase @user,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Election follow ups? Psh my favorite story today is a local soldier surprising his kids at school tv news #tvnews election wj bf #WJBF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
So excited for Tonight Ahh ?,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Wake up each dayBe for life good #lifeGood morning have a productive day :),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
live positive #livepositive #grateful dont forget to smile #dontforgettosmile,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#HomeComing long journey to downunder starts now #LongJourneyToDownUnderStartsNow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
So doctor signed me off work for weeks Start talk theraphy on monday Can clearly say Im not coping atm #depression #anxiety,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
God continues to reveal stuff to me,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Porque eu AMO meu trabalho ! i love my job #ilovemyjob working girl #workinggirl #work #job hard work #hardwork #life #mylife,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
So Ive been told to get on a train at with two dresses and a day outfit no clue where Im going ! @user james @user,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#driving to #Norway from sweden #sweden roadtrip #roadtrip because of the reason im #here but to be,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
HanhThienVo i phone !! finally yy soo happy i phone #Iphone i phone #it,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
His promises are never broken,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
'RT @user Donald Trump called Mexicans “rapists” &amp; “killers”. He called the corona virus the “chinese virus”. He called black people “…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So much awakening going on It is truly inspiring Signs are everywhere Some out there must be freaking be the change #bethechange,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
AbbieBolitho @user xx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@user @user saved my life today,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
who will you be for halloween ? getting ready #gettingready #rustic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Justin enjoys coming to work because the challenge is never the same,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Got a #concert today from paul mccartney #PaulMcCartney @user #NYC Paul rocked as did my gotham #Gotham,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? emotional #squad BEEN cryin? th ugly #thugly bout a get to some #Swans young god records #YoungGodRecords,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
! #school #hate #lessons #homework #hard,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#tb #days pic of the day #picoftheday,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
#dinner friendship forever #friendshipforever insta mood #instamood insta moment #instamoment Trattoria Croce Di Malta,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
photo gondolier e #gondoliere love venice venice gondolier a #gondoliera #awesome,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
beyond frustrated that i lost even MORE hours at work ugh hh i really really need a second job #frustrated #broke #ugh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Good God Almighty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I love #twitter users yes we did #yeswedid adam flights,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
